udp.srcport,udp.dstport,tcp.srcport,tcp.dstport,tcp.ack,tcp.urgent_pointer,tcp.window_size_value,ip.len,ip.id,ip.tos,ip.src,ip.dst
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
0,0,561,896,800,106,302,40,66,78,192.168.88.243,91.197.194.73
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,16,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,17,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,18,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,16,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,17,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,18,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,19,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,20,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,21,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,22,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,23,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,16,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,17,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,18,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,19,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,16,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,17,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,18,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,19,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,20,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,21,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,22,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,23,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,24,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,25,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,26,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,27,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,16,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,17,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,18,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,19,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,0,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,1,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,2,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,3,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,4,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,5,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,6,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,7,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,8,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,9,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,10,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,11,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,12,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,13,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,14,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,15,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,16,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,17,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,18,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,19,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,20,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,21,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,22,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,23,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,24,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,25,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
443,46188,0,0,0,0,0,1385,26,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,27,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,28,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,29,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,30,0,172.217.130.148,192.168.88.243
443,46188,0,0,0,0,0,1385,31,0,172.217.130.148,192.168.88.243
46188,443,0,0,0,0,0,61,0,0,192.168.88.243,172.217.130.148
